,Item_ID,Weight,FatContent,Visibility,Category,Max_Price,Store_ID,Store_Establishment_Year,Store_Size,Store_Location_Type,Store_Type,Predicted_Sales
288,DRD01,12.1,Regular,0.061124626,Soft Drinks,56.4614,OUT013,1987,High,Tier 3,Supermarket Type1,859.3460200514737
289,FDM22,14.0,Regular,0.0,Snack Foods,54.864,OUT046,1997,Small,Tier 1,Supermarket Type1,877.9082793059233
290,FDH33,12.85,Low_Fat,0.121624114,Snack Foods,42.2428,OUT013,1987,High,Tier 3,Supermarket Type1,643.6853188913201
291,DRZ24,7.535,Low_Fat,0.081719458,Soft Drinks,118.444,OUT013,1987,High,Tier 3,Supermarket Type1,1873.3573245919242
292,NCQ38,16.35,Low_Fat,0.01336643,Others,105.228,OUT046,1997,Small,Tier 1,Supermarket Type1,1610.8699972676259
293,FDO16,12.35,Low_Fat,0.015035032,Frozen Foods,84.025,OUT027,1985,Medium,Tier 3,Supermarket Type3,2783.7417710867085
294,FDU07,12.35,Low_Fat,0.059557164,Fruits and Vegetables,149.2366,OUT027,1985,Medium,Tier 3,Supermarket Type3,3890.571271543321
295,NCB07,19.2,Low_Fat,0.077443049,Household,194.511,OUT013,1987,High,Tier 3,Supermarket Type1,3033.5329113845837
299,DRK49,14.15,Low_Fat,0.036090136,Soft Drinks,41.1138,OUT018,2009,Medium,Tier 3,Supermarket Type2,307.3267606736754
302,NCG19,20.25,Low_Fat,0.147933567,Household,235.3616,OUT046,1997,Small,Tier 1,Supermarket Type1,3643.622236756213
303,FDH12,9.6,Low_Fat,0.084937598,Baking Goods,105.028,OUT035,2004,Small,Tier 2,Supermarket Type1,1783.3377108928853
304,FDM32,20.5,Low_Fat,0.020601136000000003,Fruits and Vegetables,91.683,OUT035,2004,Small,Tier 2,Supermarket Type1,1577.9236490725907
305,FDM27,12.35,Regular,0.158439388,Meat,156.0946,OUT035,2004,Small,Tier 2,Supermarket Type1,2600.2824486005693
306,NCU53,12.35,Low_Fat,0.0,Health and Hygiene,165.7842,OUT027,1985,Medium,Tier 3,Supermarket Type3,4155.309014066707
307,NCQ18,15.75,Low_Fat,0.135072801,Household,99.17,OUT046,1997,Small,Tier 1,Supermarket Type1,1480.6107409609758
308,FDS10,19.2,Low_Fat,0.035156307000000005,Snack Foods,179.1318,OUT013,1987,High,Tier 3,Supermarket Type1,2844.95541229227
309,FDB33,12.35,Low_Fat,0.014509564,Fruits and Vegetables,157.4262,OUT027,1985,Medium,Tier 3,Supermarket Type3,4040.043066201133
310,FDI12,9.395,Regular,0.100315391,Baking Goods,85.8856,OUT013,1987,High,Tier 3,Supermarket Type1,1387.0865340457676
311,NCW42,18.2,Low_Fat,0.058420325,Household,221.4456,OUT013,1987,High,Tier 3,Supermarket Type1,3481.329280307038
312,NCC06,19.0,Low_Fat,0.027096298,Household,128.6336,OUT018,2009,Medium,Tier 3,Supermarket Type2,1696.0654232085762
315,FDM57,11.65,Regular,0.076158144,Snack Foods,82.9908,OUT018,2009,Medium,Tier 3,Supermarket Type2,1035.1347760218669
317,FDK56,9.695,Low_Fat,0.129998012,Fruits and Vegetables,185.1898,OUT046,1997,Small,Tier 1,Supermarket Type1,3006.652983295251
319,FDW20,20.75,Low_Fat,0.024247803,Fruits and Vegetables,123.973,OUT018,2009,Medium,Tier 3,Supermarket Type2,1711.0303197268677
320,FDS52,8.89,Low_Fat,0.005483027,Frozen Foods,100.4016,OUT049,1999,Medium,Tier 1,Supermarket Type1,1730.4316845541634
321,NCT29,12.6,Low_Fat,0.064371885,Health and Hygiene,119.8414,OUT018,2009,Medium,Tier 3,Supermarket Type2,1654.1187154634981
322,NCL54,12.6,Low_Fat,0.08268494900000001,Household,176.6054,OUT013,1987,High,Tier 3,Supermarket Type1,2783.576750402761
324,FDF34,9.3,Regular,0.014016743,Snack Foods,196.8084,OUT035,2004,Small,Tier 2,Supermarket Type1,3293.286069116316
325,FDP03,12.35,Regular,0.060880827,Meat,124.4388,OUT027,1985,Medium,Tier 3,Supermarket Type3,3477.130578771523
328,FDZ40,8.935,Low_Fat,0.04017515,Frozen Foods,54.1298,OUT035,2004,Small,Tier 2,Supermarket Type1,963.6395291843946
329,FDD51,11.15,Low_Fat,0.120441348,Dairy,43.7744,OUT018,2009,Medium,Tier 3,Supermarket Type2,306.23049926173917
330,NCY30,12.35,Low_Fat,0.045440803,Household,179.5976,OUT019,1985,Small,Tier 1,Grocery Store,940.2631196293378
333,FDY24,12.35,Regular,0.23372937,Baking Goods,52.4298,OUT019,1985,Small,Tier 1,Grocery Store,-1129.7047387926777
338,NCB54,12.35,Low_Fat,0.049810328,Health and Hygiene,129.2336,OUT027,1985,Medium,Tier 3,Supermarket Type3,3546.737607232585
340,FDN31,11.5,Low_Fat,0.073178424,Fruits and Vegetables,189.153,OUT018,2009,Medium,Tier 3,Supermarket Type2,2800.0982567745914
342,FDN20,19.35,Low_Fat,0.026222599,Fruits and Vegetables,169.0474,OUT049,1999,Medium,Tier 1,Supermarket Type1,2837.236071831343
343,DRL01,19.5,Regular,0.0,Soft Drinks,233.1958,OUT046,1997,Small,Tier 1,Supermarket Type1,3671.9706448122515
344,FDV56,16.1,Regular,0.01361686,Fruits and Vegetables,107.2596,OUT049,1999,Medium,Tier 1,Supermarket Type1,1871.536575312326
345,DRH13,12.35,Low_Fat,0.023770288,Soft Drinks,107.728,OUT027,1985,Medium,Tier 3,Supermarket Type3,3131.2246940181667
347,FDF47,12.35,Low_Fat,0.097145513,Starchy Foods,223.8746,OUT027,1985,Medium,Tier 3,Supermarket Type3,4974.208733380045
348,FDX32,15.1,Regular,0.099858247,Fruits and Vegetables,146.4786,OUT046,1997,Small,Tier 1,Supermarket Type1,2366.346221153515
349,FDX57,17.25,Regular,0.047339698,Snack Foods,96.5068,OUT049,1999,Medium,Tier 1,Supermarket Type1,1621.2204226918284
351,FDO49,10.6,Regular,0.033024663,Breakfast,49.3008,OUT013,1987,High,Tier 3,Supermarket Type1,969.0922262667063
352,FDL04,12.35,Low_Fat,0.195963464,Frozen Foods,105.1622,OUT019,1985,Small,Tier 1,Grocery Store,-290.9488472471112
353,DRM48,15.2,Low_Fat,0.112875322,Soft Drinks,37.2848,OUT035,2004,Small,Tier 2,Supermarket Type1,593.9337861622353
354,FDR16,5.845,Regular,0.104930609,Frozen Foods,212.3218,OUT013,1987,High,Tier 3,Supermarket Type1,3425.2091600507265
355,NCC19,6.57,Low_Fat,0.097275225,Household,192.682,OUT018,2009,Medium,Tier 3,Supermarket Type2,2778.3045363487863
358,FDH19,19.35,Low_Fat,0.033139916,Meat,175.4738,OUT049,1999,Medium,Tier 1,Supermarket Type1,2919.5110633559843
359,FDJ46,11.1,Low_Fat,0.044786137,Snack Foods,173.4054,OUT013,1987,High,Tier 3,Supermarket Type1,2798.926479440338
361,FDY08,9.395,Regular,0.171042873,Fruits and Vegetables,139.9838,OUT035,2004,Small,Tier 2,Supermarket Type1,2372.5632423698844
362,FDZ37,8.1,Regular,0.019764765,Canned,86.6198,OUT035,2004,Small,Tier 2,Supermarket Type1,1548.5358899998664
364,DRY23,9.395,Regular,0.109540783,Soft Drinks,41.9112,OUT018,2009,Medium,Tier 3,Supermarket Type2,326.6619667399882
365,NCZ30,6.59,Low_Fat,0.026291649,Household,121.7098,OUT018,2009,Medium,Tier 3,Supermarket Type2,1661.3863536247854
366,FDC44,15.6,Low_Fat,0.173299972,Fruits and Vegetables,113.3518,OUT018,2009,Medium,Tier 3,Supermarket Type2,1513.9100227484232
367,FDB45,20.85,Low_Fat,0.021325759,Fruits and Vegetables,104.6306,OUT035,2004,Small,Tier 2,Supermarket Type1,1784.2322708229804
368,FDY04,17.7,Regular,0.042441097,Frozen Foods,163.221,OUT013,1987,High,Tier 3,Supermarket Type1,2584.5412654163447
369,FDM27,12.35,Regular,0.0,Meat,158.8946,OUT046,1997,Small,Tier 1,Supermarket Type1,2603.494479998032
371,FDT39,12.35,Regular,0.017277445,Meat,150.7366,OUT019,1985,Small,Tier 1,Grocery Store,572.5354121846303
372,NCC06,12.35,Low_Fat,0.047249645,Household,126.7336,OUT019,1985,Small,Tier 1,Grocery Store,87.25163522636467
373,FDL15,12.35,Low_Fat,0.046408928,Meat,153.5682,OUT027,1985,Medium,Tier 3,Supermarket Type3,3946.8376446777474
375,FDU08,10.3,Low_Fat,0.027315417,Fruits and Vegetables,98.7042,OUT046,1997,Small,Tier 1,Supermarket Type1,1648.271171404971
380,FDW21,5.34,Regular,0.005973153,Snack Foods,99.0358,OUT049,1999,Medium,Tier 1,Supermarket Type1,1751.5555922495887
381,FDY25,12.0,Low_Fat,0.033968012,Canned,181.0976,OUT035,2004,Small,Tier 2,Supermarket Type1,3036.654695005862
383,FDV43,12.35,Low_Fat,0.134564284,Fruits and Vegetables,42.7086,OUT019,1985,Small,Tier 1,Grocery Store,-1201.4386777136115
385,FDM46,12.35,Low_Fat,0.280083047,Snack Foods,92.712,OUT019,1985,Small,Tier 1,Grocery Store,-508.3620005105731
387,FDM25,10.695,Regular,0.060665739,Breakfast,173.7712,OUT046,1997,Small,Tier 1,Supermarket Type1,2949.8404313532556
388,NCN41,17.0,Low_Fat,0.052290474,Health and Hygiene,122.873,OUT049,1999,Medium,Tier 1,Supermarket Type1,2072.1009782575984
390,FDZ50,12.8,Regular,0.079076331,Dairy,183.7608,OUT046,1997,Small,Tier 1,Supermarket Type1,2855.8429249695973
391,FDP45,15.7,Regular,0.030599358,Snack Foods,251.4724,OUT013,1987,High,Tier 3,Supermarket Type1,4040.1996403302683
393,FDW10,12.35,Low_Fat,0.123745045,Snack Foods,175.33700000000005,OUT019,1985,Small,Tier 1,Grocery Store,884.2796666358627
395,FDK32,16.25,Regular,0.048975573,Fruits and Vegetables,151.0682,OUT046,1997,Small,Tier 1,Supermarket Type1,2452.932347466811
396,FDN52,9.395,Regular,0.13177444,Frozen Foods,87.7198,OUT049,1999,Medium,Tier 1,Supermarket Type1,1479.5124374698444
398,FDZ46,12.35,Low_Fat,0.068788985,Snack Foods,110.8228,OUT027,1985,Medium,Tier 3,Supermarket Type3,3210.864461525368
399,NCA18,10.1,Low_Fat,0.05630601,Household,117.1492,OUT018,2009,Medium,Tier 3,Supermarket Type2,1554.5650980955852
400,FDD35,12.15,Low_Fat,0.025864429,Starchy Foods,121.844,OUT046,1997,Small,Tier 1,Supermarket Type1,1905.3005906610524
401,NCK31,10.895,Low_Fat,0.02704266,Others,49.4666,OUT035,2004,Small,Tier 2,Supermarket Type1,843.4869262568245
402,FDI40,12.35,Regular,0.124994714,Frozen Foods,100.5358,OUT027,1985,Medium,Tier 3,Supermarket Type3,3012.9256406600553
403,FDT50,12.35,Regular,0.189512493,Dairy,97.7752,OUT019,1985,Small,Tier 1,Grocery Store,-463.1815966433842
404,NCT06,17.1,Low_Fat,0.038737554,Household,164.7842,OUT046,1997,Small,Tier 1,Supermarket Type1,2567.4341647287565
405,FDT31,19.75,Low_Fat,0.012445941,Fruits and Vegetables,187.8872,OUT035,2004,Small,Tier 2,Supermarket Type1,3136.784797855824
406,FDT45,15.85,Low_Fat,0.05740255,Snack Foods,53.0956,OUT049,1999,Medium,Tier 1,Supermarket Type1,920.5268260444782
410,NCR54,16.35,Low_Fat,0.090702992,Household,195.111,OUT049,1999,Medium,Tier 1,Supermarket Type1,3151.214139957672
411,NCO18,13.15,Low_Fat,0.024751688,Household,178.2686,OUT018,2009,Medium,Tier 3,Supermarket Type2,2533.3516344883865
413,FDT13,14.85,Low_Fat,0.018647294,Canned,187.5214,OUT018,2009,Medium,Tier 3,Supermarket Type2,2744.0114013826906
414,FDE09,8.775,Low_Fat,0.021603383,Fruits and Vegetables,112.2228,OUT046,1997,Small,Tier 1,Supermarket Type1,1877.8561914099046
415,NCK53,12.35,Low_Fat,0.06579990599999999,Health and Hygiene,101.1042,OUT019,1985,Small,Tier 1,Grocery Store,-258.43420673075525
416,FDG45,8.1,Low_Fat,0.0,Fruits and Vegetables,213.2902,OUT049,1999,Medium,Tier 1,Supermarket Type1,3630.1745994815155
417,DRH15,8.775,Low_Fat,0.109890489,Dairy,45.0428,OUT035,2004,Small,Tier 2,Supermarket Type1,729.9716923716305
418,FDO21,12.35,Regular,0.017093788999999998,Snack Foods,224.0404,OUT019,1985,Small,Tier 1,Grocery Store,1716.3230221420645
419,FDD14,12.35,Low_Fat,0.16898615,Canned,184.2266,OUT027,1985,Medium,Tier 3,Supermarket Type3,4382.1610665629605
420,FDC09,15.5,Regular,0.026302004,Fruits and Vegetables,102.7332,OUT046,1997,Small,Tier 1,Supermarket Type1,1687.0469669172362
421,FDH45,12.35,Regular,0.105155137,Fruits and Vegetables,43.2796,OUT027,1985,Medium,Tier 3,Supermarket Type3,2170.148703978214
422,FDV32,7.785,Low_Fat,0.08870838800000001,Fruits and Vegetables,65.051,OUT046,1997,Small,Tier 1,Supermarket Type1,1097.463118269152
423,FDG12,6.635,Regular,0.00632491,Baking Goods,119.1098,OUT035,2004,Small,Tier 2,Supermarket Type1,2064.6467866179028
424,FDS32,17.75,Regular,0.029629236,Fruits and Vegetables,140.1838,OUT013,1987,High,Tier 3,Supermarket Type1,2290.439216457844
425,NCL55,12.15,Low_Fat,0.064924087,Others,251.204,OUT018,2009,Medium,Tier 3,Supermarket Type2,3689.091386774039
426,DRE01,10.1,Low_Fat,0.167123591,Soft Drinks,243.5512,OUT035,2004,Small,Tier 2,Supermarket Type1,3930.011336509814
427,DRE15,13.35,Low_Fat,0.017813048,Dairy,77.0012,OUT049,1999,Medium,Tier 1,Supermarket Type1,1259.66911962808
429,FDP31,21.1,Regular,0.161370557,Fruits and Vegetables,64.0168,OUT013,1987,High,Tier 3,Supermarket Type1,990.7483681391186
430,FDN33,6.305,Regular,0.123617286,Snack Foods,93.5436,OUT018,2009,Medium,Tier 3,Supermarket Type2,1219.9171355312556
431,FDZ59,6.63,Regular,0.104021582,Baking Goods,164.85,OUT046,1997,Small,Tier 1,Supermarket Type1,2661.079312699794
433,FDJ07,7.26,Low_Fat,0.01441152,Meat,118.415,OUT013,1987,High,Tier 3,Supermarket Type1,1985.941130239712
434,FDQ45,9.5,Regular,0.010961524,Snack Foods,184.4608,OUT018,2009,Medium,Tier 3,Supermarket Type2,2709.6155865561486
435,FDM33,12.35,Low_Fat,0.08729490599999999,Snack Foods,219.1798,OUT027,1985,Medium,Tier 3,Supermarket Type3,4950.712351283732
437,FDM46,7.365,Low_Fat,0.159834724,Snack Foods,92.512,OUT013,1987,High,Tier 3,Supermarket Type1,1473.2477999828307
439,FDY49,17.2,Regular,0.012061003,Canned,166.4184,OUT018,2009,Medium,Tier 3,Supermarket Type2,2397.3483192118074
441,FDW10,21.2,Low_Fat,0.0,Snack Foods,176.137,OUT049,1999,Medium,Tier 1,Supermarket Type1,2893.4635179179286
442,FDO51,6.785,Regular,0.042047755,Meat,44.6112,OUT049,1999,Medium,Tier 1,Supermarket Type1,889.3386069674625
443,FDJ40,13.6,Regular,0.049791265,Frozen Foods,108.7912,OUT018,2009,Medium,Tier 3,Supermarket Type2,1433.3969463157737
444,FDS20,8.85,Low_Fat,0.054086343,Fruits and Vegetables,182.2292,OUT018,2009,Medium,Tier 3,Supermarket Type2,2712.2218120969337
445,FDU45,15.6,Regular,0.035476594,Snack Foods,112.4518,OUT013,1987,High,Tier 3,Supermarket Type1,1797.5395291309933
446,FDV02,16.75,Low_Fat,0.060534179,Dairy,169.4106,OUT035,2004,Small,Tier 2,Supermarket Type1,2704.9685853997207
447,FDN09,14.15,Low_Fat,0.034874689,Snack Foods,242.2828,OUT046,1997,Small,Tier 1,Supermarket Type1,3879.647827850643
448,NCM55,12.35,Low_Fat,0.066403009,Others,186.6924,OUT027,1985,Medium,Tier 3,Supermarket Type3,4381.193375693044
449,FDN23,6.575,Regular,0.075815345,Breads,144.6444,OUT018,2009,Medium,Tier 3,Supermarket Type2,2076.2188494781467
452,FDD14,20.7,Low_Fat,0.169808455,Canned,183.4266,OUT046,1997,Small,Tier 1,Supermarket Type1,2864.6599932491717
455,FDN13,18.6,Low_Fat,0.152029528,Breakfast,99.3358,OUT035,2004,Small,Tier 2,Supermarket Type1,1763.2714929873
456,FDF45,12.35,Regular,0.01214561,Fruits and Vegetables,59.7904,OUT027,1985,Medium,Tier 3,Supermarket Type3,2472.341871325717
457,FDU46,10.3,Regular,0.011124197,Snack Foods,87.454,OUT035,2004,Small,Tier 2,Supermarket Type1,1525.1394237304203
458,FDB57,20.25,Regular,0.018834342,Fruits and Vegetables,222.3772,OUT049,1999,Medium,Tier 1,Supermarket Type1,3699.8972598279834
459,FDV12,16.7,Regular,0.0,Baking Goods,99.6384,OUT049,1999,Medium,Tier 1,Supermarket Type1,1698.0657908028352
460,FDQ58,7.315,Low_Fat,0.015289106,Snack Foods,151.134,OUT013,1987,High,Tier 3,Supermarket Type1,2474.641015144137
462,FDH52,9.42,Regular,0.0,Frozen Foods,61.3194,OUT049,1999,Medium,Tier 1,Supermarket Type1,1104.7077506736678
463,FDM24,6.135,Regular,0.07965051299999999,Baking Goods,150.1366,OUT018,2009,Medium,Tier 3,Supermarket Type2,2155.0536330882087
464,NCP43,12.35,Low_Fat,0.030359318,Others,181.166,OUT027,1985,Medium,Tier 3,Supermarket Type3,4306.04148025122
465,NCO18,12.35,Low_Fat,0.04316119,Household,176.4686,OUT019,1985,Small,Tier 1,Grocery Store,890.6973259332744
468,FDK03,12.6,Regular,0.07385892299999999,Dairy,253.2356,OUT013,1987,High,Tier 3,Supermarket Type1,3993.989496981526
470,FDQ24,15.7,Low_Fat,0.0,Baking Goods,250.6724,OUT049,1999,Medium,Tier 1,Supermarket Type1,4133.781719130389
471,FDQ16,19.7,Low_Fat,0.041908424,Frozen Foods,109.5912,OUT018,2009,Medium,Tier 3,Supermarket Type2,1406.1355311818452
472,FDU44,12.15,Regular,0.058377105,Fruits and Vegetables,160.6552,OUT013,1987,High,Tier 3,Supermarket Type1,2643.952338965759
474,FDV28,12.35,Regular,0.279663801,Frozen Foods,35.6558,OUT019,1985,Small,Tier 1,Grocery Store,-1438.4339947823573
476,FDR56,15.5,Regular,0.100765839,Fruits and Vegetables,196.0768,OUT046,1997,Small,Tier 1,Supermarket Type1,3163.182615096177
477,FDV39,11.3,Low_Fat,0.007291206999999998,Meat,196.8426,OUT049,1999,Medium,Tier 1,Supermarket Type1,3323.7516655087265
478,FDU37,12.35,Regular,0.182980378,Canned,80.49600000000002,OUT019,1985,Small,Tier 1,Grocery Store,-635.5969027045812
481,NCS42,8.6,Low_Fat,0.06969924,Household,92.6146,OUT018,2009,Medium,Tier 3,Supermarket Type2,1163.081006628251
482,FDY57,12.35,Regular,0.120667057,Snack Foods,94.6752,OUT027,1985,Medium,Tier 3,Supermarket Type3,2935.9833452976955
483,FDB21,7.475,Low_Fat,0.148751515,Fruits and Vegetables,241.8854,OUT049,1999,Medium,Tier 1,Supermarket Type1,4037.5008002739505
486,FDA48,12.1,Low_Fat,0.115052659,Baking Goods,222.6114,OUT049,1999,Medium,Tier 1,Supermarket Type1,3659.069743636408
489,NCV18,6.775,Low_Fat,0.105245865,Household,81.925,OUT046,1997,Small,Tier 1,Supermarket Type1,1269.543898750455
490,NCA42,6.965,Low_Fat,0.028664878,Household,159.0604,OUT018,2009,Medium,Tier 3,Supermarket Type2,2260.345319907675
491,FDY45,17.5,Low_Fat,0.026142114,Snack Foods,256.3356,OUT046,1997,Small,Tier 1,Supermarket Type1,4088.908161585542
493,FDM57,11.65,Regular,0.075786047,Snack Foods,85.3908,OUT013,1987,High,Tier 3,Supermarket Type1,1370.0369552346829
495,FDB09,12.35,Low_Fat,0.057118149000000014,Fruits and Vegetables,124.8046,OUT027,1985,Medium,Tier 3,Supermarket Type3,3497.6048602740466
496,FDT44,16.6,Low_Fat,0.102967068,Fruits and Vegetables,118.8466,OUT035,2004,Small,Tier 2,Supermarket Type1,2008.0847179018256
497,NCT06,12.35,Low_Fat,0.038549965,Household,164.2842,OUT027,1985,Medium,Tier 3,Supermarket Type3,4041.4976700206525
498,FDX26,17.7,Low_Fat,0.087945039,Dairy,183.3292,OUT049,1999,Medium,Tier 1,Supermarket Type1,2919.9608626293057
499,FDK32,16.25,Regular,0.048934817,Fruits and Vegetables,153.0682,OUT013,1987,High,Tier 3,Supermarket Type1,2499.9631401660026
500,DRA12,11.6,Low_Fat,0.040945898,Soft Drinks,142.9154,OUT046,1997,Small,Tier 1,Supermarket Type1,2243.808327492691
502,FDE52,10.395,Regular,0.029861927000000007,Dairy,86.6514,OUT013,1987,High,Tier 3,Supermarket Type1,1338.8430094614587
504,FDV08,7.35,Low_Fat,0.028589521,Fruits and Vegetables,42.0454,OUT035,2004,Small,Tier 2,Supermarket Type1,855.7490787538918
505,FDB47,8.8,Low_Fat,0.071720362,Snack Foods,210.6612,OUT018,2009,Medium,Tier 3,Supermarket Type2,3107.3083022773717
507,FDD22,10.0,Low_Fat,0.099649694,Snack Foods,113.7544,OUT046,1997,Small,Tier 1,Supermarket Type1,1807.9818725011928
508,FDS07,12.35,Low_Fat,0.099274751,Fruits and Vegetables,115.2518,OUT027,1985,Medium,Tier 3,Supermarket Type3,3327.273373524795
510,FDG32,19.85,Low_Fat,0.176712457,Fruits and Vegetables,222.9772,OUT018,2009,Medium,Tier 3,Supermarket Type2,3253.8024611555093
512,FDD28,12.35,Low_Fat,0.093315935,Frozen Foods,58.7904,OUT019,1985,Small,Tier 1,Grocery Store,-998.8643834908253
514,FDS08,5.735,Low_Fat,0.05704978,Fruits and Vegetables,175.037,OUT049,1999,Medium,Tier 1,Supermarket Type1,3005.9564744555973
516,FDC53,12.35,Low_Fat,0.015470159,Frozen Foods,100.4384,OUT019,1985,Small,Tier 1,Grocery Store,-297.2594635881869
517,FDQ19,7.35,Regular,0.014362412,Fruits and Vegetables,241.1512,OUT035,2004,Small,Tier 2,Supermarket Type1,4076.9206020766214
519,FDM33,12.35,Low_Fat,0.15358585800000002,Snack Foods,221.1798,OUT019,1985,Small,Tier 1,Grocery Store,1611.8420714597642
521,FDZ27,7.935,Low_Fat,0.017226149,Dairy,48.635,OUT018,2009,Medium,Tier 3,Supermarket Type2,444.395059575565
522,FDT04,17.25,Low_Fat,0.107041738,Frozen Foods,41.2822,OUT046,1997,Small,Tier 1,Supermarket Type1,576.0268779657999
523,DRC13,8.26,Regular,0.03249201,Soft Drinks,124.773,OUT049,1999,Medium,Tier 1,Supermarket Type1,2091.0485132508265
524,FDR16,12.35,Regular,0.104509448,Frozen Foods,214.7218,OUT027,1985,Medium,Tier 3,Supermarket Type3,4861.842234532158
525,FDQ03,12.35,Regular,0.077636468,Meat,236.2248,OUT027,1985,Medium,Tier 3,Supermarket Type3,5272.940624049685
526,FDE38,6.52,Low_Fat,0.044598726,Canned,167.7842,OUT035,2004,Small,Tier 2,Supermarket Type1,2851.735101681965
527,DRH23,12.35,Low_Fat,0.169493477,Hard Drinks,57.0614,OUT027,1985,Medium,Tier 3,Supermarket Type3,2253.4027347080464
528,FDT11,12.35,Regular,0.051427223,Breads,187.7556,OUT019,1985,Small,Tier 1,Grocery Store,1133.6126750542398
529,FDD09,13.5,Low_Fat,0.021492339,Fruits and Vegetables,179.6976,OUT035,2004,Small,Tier 2,Supermarket Type1,3039.8431822943785
532,FDR07,21.35,Low_Fat,0.07772920900000001,Fruits and Vegetables,97.0094,OUT035,2004,Small,Tier 2,Supermarket Type1,1636.4421470951092
534,FDT59,12.35,Low_Fat,0.027858864,Breads,230.2668,OUT019,1985,Small,Tier 1,Grocery Store,1822.5910347328363
537,FDY26,20.6,Regular,0.030557961,Dairy,210.2244,OUT049,1999,Medium,Tier 1,Supermarket Type1,3363.4223226459935
540,FDN60,15.1,Low_Fat,0.095306027,Baking Goods,157.1604,OUT049,1999,Medium,Tier 1,Supermarket Type1,2592.9364281516173
541,FDM09,12.35,Regular,0.15045504099999998,Snack Foods,170.87900000000005,OUT019,1985,Small,Tier 1,Grocery Store,807.6066018431611
542,FDP46,15.35,Low_Fat,0.074731622,Snack Foods,87.883,OUT049,1999,Medium,Tier 1,Supermarket Type1,1477.775918046099
543,FDB50,12.35,Low_Fat,0.268966279,Canned,79.1986,OUT019,1985,Small,Tier 1,Grocery Store,-695.3292159183129
544,NCQ29,12.0,Low_Fat,0.104392185,Health and Hygiene,258.8278,OUT049,1999,Medium,Tier 1,Supermarket Type1,4274.777424600063
545,FDP16,12.35,Low_Fat,0.039104567,Frozen Foods,245.3802,OUT027,1985,Medium,Tier 3,Supermarket Type3,5375.911715486263
546,FDX33,9.195,Regular,0.117963418,Snack Foods,161.1578,OUT018,2009,Medium,Tier 3,Supermarket Type2,2294.3822915253168
548,FDN22,18.85,Regular,0.13830537199999998,Snack Foods,251.1724,OUT046,1997,Small,Tier 1,Supermarket Type1,3959.458275150134
